6.310,81.20
6.315,80.90
6.320,80.90
6.325,80.31
6.330,80.31
6.335,80.61
6.340,80.31
6.345,80.61
6.350,80.61
6.355,80.90
6.360,80.90
6.365,80.90
6.370,81.20
6.375,80.31
6.380,80.31
6.385,80.61
6.390,80.61
6.395,80.90
6.400,82.39
6.405,83.58
6.410,84.78
6.415,85.68
6.420,87.19
6.425,88.40
6.430,89.62
6.435,91.15
6.440,93.30
6.445,95.78
6.450,98.29
6.455,100.82
6.460,104.02
6.465,106.61
6.470,109.56
6.475,112.22
6.480,114.23
6.485,116.60
6.490,118.66
6.495,121.08
6.500,123.88
6.505,126.37
6.510,128.52
6.515,130.34
6.520,132.17
6.525,133.65
6.530,134.39
6.535,135.51
6.540,135.88
6.545,137.01
6.550,138.53
6.555,140.82
6.560,141.59
6.565,142.37
6.570,142.76
6.575,143.15
6.580,143.93
6.585,144.32
6.590,144.71
6.595,144.32
6.600,144.71
6.605,146.68
6.610,147.08
6.615,147.08
6.620,147.48
6.625,147.48
6.630,147.48
6.635,147.88
6.640,147.48
6.645,147.48
6.650,147.08
6.655,148.68
6.660,148.68
6.665,149.08
6.670,149.08
6.675,149.48
6.680,149.08
6.685,149.08
6.690,148.68
6.695,147.88
6.700,148.28
6.705,149.89
6.710,149.89
6.715,149.89
6.720,149.89
6.725,149.48
6.730,149.48
6.735,149.89
6.740,149.89
6.745,149.08
6.750,149.89
6.755,149.08
6.760,149.89
6.765,150.29
6.770,150.29
6.775,150.70
6.780,150.29
6.785,150.29
6.790,149.89
6.795,149.89
6.800,149.89
6.805,149.89
6.810,150.70
6.815,150.70
6.820,151.10
6.825,150.70
6.830,150.70
6.835,150.70
6.840,150.70
6.845,150.29
6.850,150.29
6.855,149.89
6.860,150.70
6.865,151.10
6.870,151.10
6.875,150.70
6.880,150.70
6.885,150.70
6.890,150.70
6.895,150.29
6.900,149.89
6.905,149.89
6.910,151.10
6.915,151.10
6.920,151.10
6.925,151.10
6.930,151.51
6.935,151.10
6.940,150.70
6.945,150.29
6.950,149.89
6.955,150.29
6.960,151.10
6.965,151.51
6.970,151.10
6.975,151.10
6.980,151.10
6.985,151.10
6.990,150.29
6.995,150.70
7.000,149.89
7.005,150.29
7.010,150.70
7.015,151.10
7.020,151.51
7.025,151.10
7.030,151.10
7.035,151.10
7.040,150.70
7.045,150.70
7.050,150.29
7.055,149.89
7.060,150.29
7.065,151.10
7.070,151.51
7.075,151.10
7.080,151.10
7.085,151.10
7.090,150.70
7.095,150.70
7.100,150.70
7.105,150.29
7.110,150.29
7.115,151.10
7.120,151.51
7.125,151.10
7.130,150.70
7.135,151.10
7.140,151.10
7.145,150.29
7.150,150.70
7.155,149.89
7.160,149.89
7.165,151.10
7.170,151.10
7.175,151.10
7.180,151.10
7.185,150.70
7.190,150.70
7.195,150.70
7.200,150.29
7.205,149.89
7.210,149.89
7.215,151.10
7.220,151.10
7.225,151.10
7.230,151.10
7.235,151.10
7.240,150.70
7.245,150.70
7.250,150.70
7.255,149.89
7.260,149.89
7.265,149.89
7.270,150.70
7.275,151.10
7.280,151.10
7.285,151.10
7.290,150.70
7.295,150.70
7.300,150.70
7.305,150.29
7.310,150.29
7.315,150.29
7.320,151.10
7.325,151.51
7.330,151.10
7.335,151.51
7.340,151.10
7.345,150.70
7.350,150.70
7.355,150.29
7.360,149.89
7.365,149.89
7.370,151.51
7.375,151.10
7.380,151.51
7.385,151.10
7.390,151.10
7.395,150.70
7.400,150.70
7.405,150.29
7.410,150.29
7.415,149.89
7.420,151.10
7.425,151.10
7.430,151.10
7.435,151.10
7.440,151.10
7.445,151.10
7.450,150.70
7.455,150.29
7.460,150.29
7.465,149.89
7.470,151.10
7.475,151.10
7.480,151.10
7.485,150.70
7.490,151.10
7.495,150.70
7.500,151.10
7.505,150.29
7.510,150.29
7.515,149.89
7.520,149.89
7.525,151.10
7.530,151.10
7.535,151.10
7.540,151.10
7.545,150.70
7.550,150.70
7.555,150.70
7.560,150.70
7.565,150.29
7.570,150.70
7.575,151.10
7.580,151.51
7.585,150.70
7.590,151.10
7.595,150.70
7.600,151.10
7.605,150.70
7.610,150.29
7.615,149.89
7.620,150.29
7.625,151.51
7.630,151.10
7.635,151.10
7.640,151.10
7.645,150.70
7.650,150.70
7.655,150.70
7.660,150.70
7.665,149.89
7.670,150.29
7.675,151.51
7.680,151.10
7.685,150.70
7.690,151.10
7.695,151.10
7.700,150.70
7.705,150.70
7.710,150.29
7.715,149.48
7.720,149.89
7.725,151.51
7.730,151.10
7.735,151.10
7.740,151.10
7.745,151.10
7.750,150.70
7.755,150.70
7.760,150.29
7.765,149.48
7.770,149.89
7.775,150.29
7.780,151.10
7.785,150.70
7.790,151.10
7.795,150.70
7.800,151.10
7.805,150.70
7.810,150.29
7.815,150.29
7.820,149.89
7.825,150.29
7.830,151.10
7.835,151.10
7.840,151.10
7.845,151.10
7.850,150.70
7.855,150.70
7.860,150.70
7.865,150.29
7.870,149.89
7.875,149.89
7.880,150.70
7.885,150.29
7.890,149.08
7.895,147.08
7.900,145.89
7.905,143.54
7.910,140.82
7.915,137.77
7.920,135.13
7.925,132.17
7.930,129.61
7.935,127.08
7.940,124.94
7.945,122.13
7.950,118.66
7.955,115.58
7.960,112.22
7.965,109.56
7.970,106.94
7.975,104.34
7.980,102.09
7.985,99.87
7.990,97.97
7.995,96.09
8.000,94.23
8.005,91.76
8.010,89.93
8.015,88.40
8.020,87.19
8.025,85.98
8.030,85.08
8.035,84.48
8.040,83.88
8.045,83.29
8.050,82.39
8.055,81.20
8.060,81.20
8.065,80.61
8.070,80.31
8.075,80.31
8.080,80.02
8.085,79.72
8.090,79.72
8.095,80.02
8.100,80.02
8.105,79.42
8.110,79.42
8.115,79.72
8.120,79.72
8.125,79.42
8.130,79.72
8.135,80.02
8.140,80.02
8.145,80.31
8.150,80.02
8.155,80.02
8.160,79.72
8.165,79.72
8.170,80.02
8.175,80.02
8.180,80.02
8.185,80.31
8.190,80.61
8.195,80.61
8.200,80.61
8.205,80.31
8.210,80.31
8.215,80.31
8.220,80.31
8.225,80.31
8.230,80.31
8.235,80.61
8.240,80.90
8.245,81.20
8.250,80.90
8.255,80.90
8.260,80.90
8.265,80.61
8.270,80.31
8.275,80.61
8.280,80.61
8.285,80.61
8.290,80.90
8.295,81.20
8.300,81.20
8.305,80.90
8.310,80.61
8.315,80.31
8.320,80.31
8.325,80.61
8.330,80.61
8.335,80.31
8.340,80.31
8.345,80.90
8.350,80.61
8.355,80.61
8.360,80.61
8.365,80.31
8.370,80.61
8.375,80.61
8.380,80.61
8.385,80.90
8.390,80.90
8.395,80.90
8.400,80.90
8.405,81.20
8.410,81.20
8.415,80.61
8.420,80.61
8.425,80.61
8.430,80.31
8.435,80.31
8.440,80.61
8.445,80.61
8.450,80.90
8.455,81.20
8.460,80.90
8.465,80.61
8.470,80.90
8.475,80.61
8.480,80.31
8.485,80.31
8.490,80.61
8.495,80.90
8.500,80.90
8.505,80.90
8.510,80.90
8.515,80.90
8.520,80.90
8.525,80.31
8.530,80.31
8.535,80.31
8.540,80.61
8.545,80.90
8.550,80.90
8.555,81.20
8.560,80.90
8.565,80.90
8.570,80.31
8.575,80.31
8.580,80.02
8.585,80.31
8.590,80.31
8.595,80.61
8.600,80.90
8.605,80.90
8.610,80.90
8.615,80.31
8.620,80.31
8.625,80.90
8.630,82.39
8.635,78.83
8.640,79.13
8.645,79.42
8.650,80.02
8.655,80.02
8.660,80.61
8.665,80.61
8.670,80.31
8.675,80.61
8.680,80.61
8.685,80.61
8.690,80.90
8.695,80.90
8.700,81.20
8.705,81.20
8.710,81.20
8.715,81.50
8.720,81.50
8.725,81.20
8.730,81.20
8.735,80.90
8.740,80.90
8.745,81.20
8.750,81.50
8.755,81.50
8.760,83.29
8.765,80.02
